Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1026.416015625, Temperature =38.900211334228516, Humidity =17.693927764892578
Presure =1026.4169921875, Temperature =39.085784912109375, Humidity =17.398170471191406
Presure =1026.4423828125, Temperature =39.030113220214844, Humidity =17.44085693359375
Presure =1026.406005859375, Temperature =39.030113220214844, Humidity =17.803691864013672
Presure =1026.3974609375, Temperature =38.97444152832031, Humidity =18.01102638244629
Presure =1026.38134765625, Temperature =38.99299621582031, Humidity =17.837230682373047
Presure =1026.384521484375, Temperature =39.122901916503906, Humidity =17.632946014404297
Presure =1026.37646484375, Temperature =39.19712829589844, Humidity =17.5079345703125
Presure =1026.39501953125, Temperature =39.085784912109375, Humidity =17.767105102539062
Presure =1026.40185546875, Temperature =39.030113220214844, Humidity =17.626848220825195
Presure =1026.41845703125, Temperature =39.122901916503906, Humidity =17.599407196044922
Presure =1026.42529296875, Temperature =39.122901916503906, Humidity =17.575016021728516
Presure =1026.423095703125, Temperature =39.141456604003906, Humidity =17.53842544555664
Presure =1026.38916015625, Temperature =38.88165283203125, Humidity =17.66953468322754
Presure =1026.386962890625, Temperature =39.122901916503906, Humidity =17.553672790527344
Presure =1026.41845703125, Temperature =39.10434341430664, Humidity =17.590259552001953
Presure =1026.403564453125, Temperature =38.95588302612305, Humidity =17.385974884033203
Presure =1026.41650390625, Temperature =39.067230224609375, Humidity =17.642093658447266
Presure =1026.427734375, Temperature =38.97444152832031, Humidity =17.693927764892578
Presure =1026.424072265625, Temperature =39.067230224609375, Humidity =17.43170928955078
Presure =1026.447265625, Temperature =39.04867172241211, Humidity =17.614652633666992
Presure =1026.421142578125, Temperature =39.122901916503906, Humidity =17.718318939208984
Presure =1026.451171875, Temperature =39.122901916503906, Humidity =17.535377502441406
Presure =1026.4091796875, Temperature =39.16001510620117, Humidity =17.67563247680664
Presure =1026.454833984375, Temperature =39.16001510620117, Humidity =17.468299865722656
Presure =1026.442626953125, Temperature =39.21569061279297, Humidity =17.453052520751953
Presure =1026.41943359375, Temperature =39.011558532714844, Humidity =17.553672790527344
Presure =1026.43701171875, Temperature =39.141456604003906, Humidity =17.38292694091797
Presure =1026.427978515625, Temperature =39.030113220214844, Humidity =17.532329559326172
Presure =1026.4345703125, Temperature =39.067230224609375, Humidity =17.596359252929688
Presure =1026.451416015625, Temperature =39.011558532714844, Humidity =17.373779296875
Presure =1026.480712890625, Temperature =39.141456604003906, Humidity =17.504886627197266
Presure =1026.48388671875, Temperature =39.011558532714844, Humidity =17.520132064819336
Presure =1026.45703125, Temperature =39.17857360839844, Humidity =17.87991714477539
Presure =1026.46240234375, Temperature =39.10434341430664, Humidity =17.306699752807617
Presure =1026.460693359375, Temperature =39.141456604003906, Humidity =17.556720733642578
Presure =1026.46923828125, Temperature =39.19712829589844, Humidity =17.6451416015625
Presure =1026.482177734375, Temperature =39.19712829589844, Humidity =17.514034271240234
Presure =1026.467529296875, Temperature =39.17857360839844, Humidity =17.392072677612305
Presure =1026.476806640625, Temperature =39.23424530029297, Humidity =17.416465759277344
Presure =1026.470458984375, Temperature =39.19712829589844, Humidity =17.5079345703125
Presure =1026.473876953125, Temperature =39.067230224609375, Humidity =17.520132064819336
Presure =1026.446044921875, Temperature =39.085784912109375, Humidity =17.392072677612305
Presure =1026.433837890625, Temperature =38.99299621582031, Humidity =17.443904876708984
Presure =1026.460205078125, Temperature =39.122901916503906, Humidity =17.67563247680664
Presure =1026.434814453125, Temperature =39.19712829589844, Humidity =18.538509368896484
Presure =1026.43994140625, Temperature =39.34558868408203, Humidity =16.657255172729492
Presure =1026.428466796875, Temperature =39.308475494384766, Humidity =17.486591339111328
Presure =1026.44140625, Temperature =39.23424530029297, Humidity =17.58721160888672
Presure =1026.42822265625, Temperature =39.19712829589844, Humidity =17.233522415161133
Presure =1026.449462890625, Temperature =39.2899169921875, Humidity =17.556720733642578
Presure =1026.439453125, Temperature =39.16001510620117, Humidity =17.34938621520996
Presure =1026.473388671875, Temperature =39.141456604003906, Humidity =17.635995864868164
Presure =1026.430908203125, Temperature =39.141456604003906, Humidity =17.489643096923828
Presure =1026.484130859375, Temperature =39.17857360839844, Humidity =17.660388946533203
Presure =1026.470703125, Temperature =39.16001510620117, Humidity =17.61770248413086
Presure =1026.4541015625, Temperature =39.16001510620117, Humidity =17.544525146484375
Presure =1026.481201171875, Temperature =39.122901916503906, Humidity =17.550621032714844
Presure =1026.447509765625, Temperature =38.99299621582031, Humidity =17.465248107910156
Presure =1026.469482421875, Temperature =39.16001510620117, Humidity =17.709171295166016
Presure =1026.454833984375, Temperature =39.25279998779297, Humidity =17.486591339111328
Presure =1026.45703125, Temperature =39.23424530029297, Humidity =17.465248107910156
Presure =1026.455322265625, Temperature =39.067230224609375, Humidity =17.29755210876465
Presure =1026.453125, Temperature =39.25279998779297, Humidity =17.486591339111328
Presure =1026.458251953125, Temperature =39.122901916503906, Humidity =17.60855484008789
Presure =1026.436279296875, Temperature =39.17857360839844, Humidity =17.446956634521484
Presure =1026.45703125, Temperature =39.085784912109375, Humidity =17.31889533996582
Presure =1026.470947265625, Temperature =39.085784912109375, Humidity =17.459152221679688
Presure =1026.418212890625, Temperature =39.19712829589844, Humidity =17.483543395996094
Presure =1026.41748046875, Temperature =39.21569061279297, Humidity =17.331092834472656
Presure =1026.421875, Temperature =39.32703399658203, Humidity =17.37987518310547
Presure =1026.410400390625, Temperature =39.19712829589844, Humidity =17.629898071289062
Presure =1026.423828125, Temperature =39.141456604003906, Humidity =17.60855484008789
Presure =1026.430419921875, Temperature =39.23424530029297, Humidity =17.459152221679688
Presure =1026.4208984375, Temperature =39.122901916503906, Humidity =17.6451416015625
Presure =1026.443359375, Temperature =39.21569061279297, Humidity =17.45610237121582
Presure =1026.44775390625, Temperature =39.16001510620117, Humidity =17.389022827148438
Presure =1026.415771484375, Temperature =39.2713623046875, Humidity =17.446956634521484
Presure =1026.419189453125, Temperature =39.10434341430664, Humidity =17.41036605834961
Presure =1026.441650390625, Temperature =39.25279998779297, Humidity =17.57806396484375
Presure =1026.424072265625, Temperature =39.21569061279297, Humidity =17.626848220825195
Presure =1026.39599609375, Temperature =39.25279998779297, Humidity =17.57196617126465
Presure =1026.383544921875, Temperature =39.17857360839844, Humidity =18.440940856933594
Presure =1026.404541015625, Temperature =39.04867172241211, Humidity =17.453052520751953
Presure =1026.415283203125, Temperature =39.19712829589844, Humidity =17.47134780883789
Presure =1026.41748046875, Temperature =39.04867172241211, Humidity =17.559768676757812
Presure =1026.417236328125, Temperature =39.04867172241211, Humidity =17.831134796142578
Presure =1026.446044921875, Temperature =39.141456604003906, Humidity =17.67563247680664
Presure =1026.417236328125, Temperature =39.085784912109375, Humidity =17.602455139160156
Presure =1026.407470703125, Temperature =38.99299621582031, Humidity =17.465248107910156
Presure =1026.4404296875, Temperature =39.067230224609375, Humidity =17.623798370361328
Presure =1026.427978515625, Temperature =39.085784912109375, Humidity =17.770153045654297
Presure =1026.408203125, Temperature =39.011558532714844, Humidity =18.001880645751953
Presure =1026.42626953125, Temperature =38.95588302612305, Humidity =17.050580978393555
Presure =1026.424072265625, Temperature =39.067230224609375, Humidity =17.739662170410156
Presure =1026.4130859375, Temperature =39.04867172241211, Humidity =17.425613403320312
Presure =1026.406005859375, Temperature =39.011558532714844, Humidity =17.34938621520996
Presure =1026.414794921875, Temperature =39.030113220214844, Humidity =17.523181915283203
Presure =1026.42578125, Temperature =39.17857360839844, Humidity =17.58721160888672
Presure =1026.40625, Temperature =39.122901916503906, Humidity =17.56891632080078
Presure =1026.43017578125, Temperature =39.23424530029297, Humidity =17.757957458496094
Presure =1026.432861328125, Temperature =39.17857360839844, Humidity =17.70612335205078
Presure =1026.446044921875, Temperature =39.10434341430664, Humidity =17.620750427246094
Presure =1026.39697265625, Temperature =39.122901916503906, Humidity =17.550621032714844
Presure =1026.436767578125, Temperature =39.17857360839844, Humidity =17.614652633666992
Presure =1026.40966796875, Temperature =39.21569061279297, Humidity =17.544525146484375
Presure =1026.423828125, Temperature =39.19712829589844, Humidity =17.419513702392578
Presure =1026.423828125, Temperature =39.067230224609375, Humidity =17.151199340820312
Presure =1026.451416015625, Temperature =39.25279998779297, Humidity =17.6451416015625
Presure =1026.487548828125, Temperature =39.10434341430664, Humidity =17.44085693359375
Presure =1026.491455078125, Temperature =39.2713623046875, Humidity =17.63904571533203
Presure =1026.5068359375, Temperature =39.19712829589844, Humidity =17.65428924560547
Presure =1026.51953125, Temperature =39.21569061279297, Humidity =17.376827239990234
Presure =1026.518798828125, Temperature =39.25279998779297, Humidity =15.187620162963867
Presure =1026.498291015625, Temperature =39.23424530029297, Humidity =17.468299865722656
Presure =1026.49658203125, Temperature =39.19712829589844, Humidity =17.626848220825195
Presure =1026.443359375, Temperature =39.141456604003906, Humidity =17.703075408935547
Presure =1026.448486328125, Temperature =39.085784912109375, Humidity =17.541475296020508
Presure =1026.488525390625, Temperature =39.17857360839844, Humidity =17.632946014404297
Presure =1026.41162109375, Temperature =39.067230224609375, Humidity =17.459152221679688
Presure =1026.441162109375, Temperature =39.25279998779297, Humidity =17.678682327270508
Presure =1026.445068359375, Temperature =39.067230224609375, Humidity =17.72136878967285
Presure =1026.4462890625, Temperature =39.011558532714844, Humidity =17.413415908813477
Presure =1026.44140625, Temperature =38.99299621582031, Humidity =17.489643096923828
Presure =1026.428466796875, Temperature =39.16001510620117, Humidity =17.66953468322754
Presure =1026.43701171875, Temperature =39.030113220214844, Humidity =17.565868377685547
Presure =1026.4853515625, Temperature =39.04867172241211, Humidity =17.602455139160156
Presure =1026.44677734375, Temperature =39.21569061279297, Humidity =17.520132064819336
Presure =1026.44091796875, Temperature =39.19712829589844, Humidity =17.785398483276367
Presure =1026.4541015625, Temperature =39.122901916503906, Humidity =17.898212432861328
Presure =1026.440185546875, Temperature =39.23424530029297, Humidity =17.559768676757812
Presure =1026.44873046875, Temperature =39.19712829589844, Humidity =17.523181915283203
Presure =1026.449462890625, Temperature =39.085784912109375, Humidity =17.489643096923828
Presure =1026.4248046875, Temperature =39.085784912109375, Humidity =17.53842544555664
Presure =1026.460693359375, Temperature =39.16001510620117, Humidity =17.514034271240234
Presure =1026.46923828125, Temperature =39.085784912109375, Humidity =17.565868377685547
Presure =1026.444091796875, Temperature =39.19712829589844, Humidity =17.672584533691406
Presure =1026.465576171875, Temperature =39.17857360839844, Humidity =17.581111907958984
Presure =1026.46923828125, Temperature =39.17857360839844, Humidity =17.474395751953125
Presure =1026.432861328125, Temperature =39.2899169921875, Humidity =17.483543395996094
Presure =1026.435546875, Temperature =39.308475494384766, Humidity =17.69087791442871
Presure =1026.429931640625, Temperature =39.17857360839844, Humidity =17.663436889648438
Presure =1026.429443359375, Temperature =39.23424530029297, Humidity =17.672584533691406
Presure =1026.44091796875, Temperature =39.141456604003906, Humidity =17.422561645507812
Presure =1026.43017578125, Temperature =39.308475494384766, Humidity =17.395122528076172
Presure =1026.427490234375, Temperature =39.19712829589844, Humidity =17.63904571533203
Presure =1026.435791015625, Temperature =39.16001510620117, Humidity =17.47134780883789
Presure =1026.426025390625, Temperature =39.16001510620117, Humidity =17.57196617126465
Presure =1026.444580078125, Temperature =39.2713623046875, Humidity =17.337188720703125
Presure =1026.436279296875, Temperature =39.23424530029297, Humidity =17.43170928955078
Presure =1026.435791015625, Temperature =39.23424530029297, Humidity =17.123756408691406
Presure =1026.441650390625, Temperature =39.19712829589844, Humidity =17.437808990478516
Presure =1026.462158203125, Temperature =39.2713623046875, Humidity =17.40427017211914
Presure =1026.45068359375, Temperature =39.2713623046875, Humidity =14.72111701965332
Presure =1026.451171875, Temperature =39.23424530029297, Humidity =17.358531951904297
Presure =1026.456298828125, Temperature =39.2899169921875, Humidity =17.358531951904297
Presure =1026.451904296875, Temperature =39.23424530029297, Humidity =17.742712020874023
Presure =1026.46435546875, Temperature =39.438377380371094, Humidity =17.553672790527344
Presure =1026.48193359375, Temperature =39.25279998779297, Humidity =17.13900375366211
Presure =1026.4638671875, Temperature =39.308475494384766, Humidity =17.34328842163086
Presure =1026.4560546875, Temperature =39.17857360839844, Humidity =17.392072677612305
Presure =1026.45751953125, Temperature =39.2713623046875, Humidity =17.462200164794922
Presure =1026.4482421875, Temperature =39.21569061279297, Humidity =17.218276977539062
Presure =1026.461669921875, Temperature =39.25279998779297, Humidity =17.50183868408203
Presure =1026.45751953125, Temperature =39.141456604003906, Humidity =17.468299865722656
Presure =1026.4580078125, Temperature =39.19712829589844, Humidity =17.398170471191406
Presure =1026.47265625, Temperature =39.23424530029297, Humidity =17.520132064819336
Presure =1026.457275390625, Temperature =39.2713623046875, Humidity =17.892114639282227
Presure =1026.453125, Temperature =39.2713623046875, Humidity =17.498788833618164
Presure =1026.464111328125, Temperature =39.17857360839844, Humidity =17.209129333496094
Presure =1026.454345703125, Temperature =39.085784912109375, Humidity =17.40121841430664
Presure =1026.45947265625, Temperature =39.067230224609375, Humidity =17.642093658447266
Presure =1026.479248046875, Temperature =38.88165283203125, Humidity =17.523181915283203
Presure =1026.47900390625, Temperature =39.067230224609375, Humidity =17.504886627197266
Presure =1026.45166015625, Temperature =39.04867172241211, Humidity =17.419513702392578
Presure =1026.4521484375, Temperature =39.030113220214844, Humidity =17.867721557617188
Presure =1026.43994140625, Temperature =39.10434341430664, Humidity =17.58416175842285
Presure =1026.4326171875, Temperature =39.10434341430664, Humidity =17.370729446411133
Presure =1026.4375, Temperature =39.19712829589844, Humidity =17.831134796142578
Presure =1026.459228515625, Temperature =39.141456604003906, Humidity =17.306699752807617
Presure =1026.42431640625, Temperature =39.067230224609375, Humidity =17.614652633666992
Presure =1026.448486328125, Temperature =39.030113220214844, Humidity =17.523181915283203
Presure =1026.433837890625, Temperature =39.085784912109375, Humidity =17.446956634521484
Presure =1026.439453125, Temperature =39.011558532714844, Humidity =17.831134796142578
Presure =1026.41650390625, Temperature =39.085784912109375, Humidity =17.50183868408203
Presure =1026.37841796875, Temperature =39.085784912109375, Humidity =17.72441864013672
Presure =1026.39697265625, Temperature =39.21569061279297, Humidity =17.230472564697266
Presure =1026.419677734375, Temperature =39.141456604003906, Humidity =17.65428924560547
Presure =1026.41357421875, Temperature =39.308475494384766, Humidity =17.748809814453125
Presure =1026.40576171875, Temperature =39.19712829589844, Humidity =17.50183868408203
Presure =1026.442138671875, Temperature =39.17857360839844, Humidity =17.45610237121582
Presure =1026.446044921875, Temperature =39.04867172241211, Humidity =17.48049545288086
Presure =1026.43359375, Temperature =39.141456604003906, Humidity =17.693927764892578
Presure =1026.443115234375, Temperature =38.99299621582031, Humidity =17.373779296875
Presure =1026.431640625, Temperature =39.141456604003906, Humidity =18.40740203857422
Presure =1026.425048828125, Temperature =38.95588302612305, Humidity =17.132904052734375
Presure =1026.431396484375, Temperature =39.04867172241211, Humidity =18.32202911376953
Presure =1026.43701171875, Temperature =39.122901916503906, Humidity =17.977487564086914
Presure =1026.461181640625, Temperature =39.04867172241211, Humidity =17.709171295166016
Presure =1026.435302734375, Temperature =39.141456604003906, Humidity =17.550621032714844
Presure =1026.39990234375, Temperature =39.10434341430664, Humidity =18.081153869628906
Presure =1026.41845703125, Temperature =39.141456604003906, Humidity =18.639127731323242
Presure =1026.406982421875, Temperature =39.16001510620117, Humidity =16.18160629272461
Presure =1026.451171875, Temperature =39.16001510620117, Humidity =19.745927810668945
Presure =1026.398193359375, Temperature =39.085784912109375, Humidity =17.629898071289062
Presure =1026.413330078125, Temperature =39.141456604003906, Humidity =17.70002555847168
Presure =1026.4169921875, Temperature =39.067230224609375, Humidity =17.40427017211914
Presure =1026.4365234375, Temperature =39.17857360839844, Humidity =17.492691040039062
Presure =1026.422119140625, Temperature =39.16001510620117, Humidity =15.81572151184082
Presure =1026.438232421875, Temperature =39.122901916503906, Humidity =18.694011688232422
Presure =1026.40576171875, Temperature =39.17857360839844, Humidity =17.526229858398438
Presure =1026.431640625, Temperature =39.067230224609375, Humidity =17.696975708007812
Presure =1026.438720703125, Temperature =39.030113220214844, Humidity =17.712221145629883
Presure =1026.437255859375, Temperature =39.085784912109375, Humidity =17.867721557617188
Presure =1026.4345703125, Temperature =38.99299621582031, Humidity =17.498788833618164
Presure =1026.4443359375, Temperature =39.030113220214844, Humidity =17.416465759277344
Presure =1026.40576171875, Temperature =39.10434341430664, Humidity =17.535377502441406
Presure =1026.425048828125, Temperature =39.04867172241211, Humidity =17.663436889648438
Presure =1026.431640625, Temperature =39.011558532714844, Humidity =17.541475296020508
Presure =1026.431884765625, Temperature =39.04867172241211, Humidity =17.718318939208984
Presure =1026.42236328125, Temperature =39.141456604003906, Humidity =17.495738983154297
Presure =1026.454345703125, Temperature =39.16001510620117, Humidity =17.663436889648438
Presure =1026.431640625, Temperature =38.95588302612305, Humidity =17.71527099609375
Presure =1026.478515625, Temperature =39.011558532714844, Humidity =17.559768676757812
Presure =1026.447265625, Temperature =39.085784912109375, Humidity =17.291454315185547
Presure =1026.452880859375, Temperature =38.97444152832031, Humidity =17.492691040039062
Presure =1026.454345703125, Temperature =39.04867172241211, Humidity =17.56281852722168
Presure =1026.453125, Temperature =39.19712829589844, Humidity =17.422561645507812
Presure =1026.419677734375, Temperature =39.16001510620117, Humidity =17.474395751953125
Presure =1026.4443359375, Temperature =38.99299621582031, Humidity =17.581111907958984
Presure =1026.43798828125, Temperature =39.085784912109375, Humidity =17.553672790527344
Presure =1026.477783203125, Temperature =38.99299621582031, Humidity =17.660388946533203
Presure =1026.453125, Temperature =39.10434341430664, Humidity =17.764055252075195
Presure =1026.489501953125, Temperature =39.16001510620117, Humidity =17.520132064819336
Presure =1026.498291015625, Temperature =39.04867172241211, Humidity =17.727466583251953
Presure =1026.481201171875, Temperature =38.95588302612305, Humidity =17.575016021728516
Presure =1026.48095703125, Temperature =39.2713623046875, Humidity =17.971389770507812
Presure =1026.457275390625, Temperature =39.17857360839844, Humidity =17.510986328125
Presure =1026.450439453125, Temperature =39.2713623046875, Humidity =17.642093658447266
Presure =1026.449951171875, Temperature =39.2899169921875, Humidity =17.50183868408203
Presure =1026.44775390625, Temperature =39.2713623046875, Humidity =17.58721160888672
Presure =1026.441162109375, Temperature =39.141456604003906, Humidity =17.40121841430664
Presure =1026.4697265625, Temperature =39.19712829589844, Humidity =17.486591339111328
Presure =1026.425537109375, Temperature =39.10434341430664, Humidity =17.82808494567871
Presure =1026.481689453125, Temperature =39.085784912109375, Humidity =17.428661346435547
Presure =1026.458740234375, Temperature =39.25279998779297, Humidity =17.629898071289062
Presure =1026.439208984375, Temperature =39.10434341430664, Humidity =17.358531951904297
Presure =1026.4609375, Temperature =39.030113220214844, Humidity =17.34938621520996
Presure =1026.483154296875, Temperature =39.16001510620117, Humidity =17.666484832763672
Presure =1026.470703125, Temperature =39.23424530029297, Humidity =17.309749603271484
Presure =1026.472412109375, Temperature =39.085784912109375, Humidity =17.61770248413086
Presure =1026.45849609375, Temperature =39.10434341430664, Humidity =17.681732177734375
Presure =1026.460693359375, Temperature =39.16001510620117, Humidity =17.26706314086914
Presure =1026.44921875, Temperature =39.32703399658203, Humidity =17.443904876708984
Presure =1026.46728515625, Temperature =39.10434341430664, Humidity =17.510986328125
Presure =1026.440185546875, Temperature =39.16001510620117, Humidity =17.535377502441406
Presure =1026.459716796875, Temperature =39.25279998779297, Humidity =17.462200164794922
Presure =1026.441650390625, Temperature =39.2899169921875, Humidity =17.590259552001953
Presure =1026.447265625, Temperature =39.16001510620117, Humidity =17.663436889648438
Presure =1026.448486328125, Temperature =39.16001510620117, Humidity =17.53842544555664
Presure =1026.483154296875, Temperature =39.17857360839844, Humidity =17.050580978393555
Presure =1026.478515625, Temperature =39.030113220214844, Humidity =17.63904571533203
Presure =1026.467529296875, Temperature =39.19712829589844, Humidity =17.596359252929688
Presure =1026.45654296875, Temperature =39.308475494384766, Humidity =17.67563247680664
Presure =1026.439208984375, Temperature =39.21569061279297, Humidity =17.596359252929688
Presure =1026.432373046875, Temperature =39.141456604003906, Humidity =18.035419464111328
Presure =1026.4404296875, Temperature =39.40126037597656, Humidity =17.483543395996094
Presure =1026.470458984375, Temperature =39.2899169921875, Humidity =17.29755210876465
Presure =1026.443359375, Temperature =39.17857360839844, Humidity =17.34328842163086
Presure =1026.43603515625, Temperature =39.25279998779297, Humidity =17.486591339111328
Presure =1026.437744140625, Temperature =39.32703399658203, Humidity =17.462200164794922
Presure =1026.452880859375, Temperature =39.17857360839844, Humidity =17.373779296875
Presure =1026.421875, Temperature =39.122901916503906, Humidity =17.358531951904297
Presure =1026.43896484375, Temperature =39.2713623046875, Humidity =17.20608139038086
Presure =1026.438720703125, Temperature =39.04867172241211, Humidity =17.635995864868164
Presure =1026.433837890625, Temperature =39.23424530029297, Humidity =17.47134780883789
Presure =1026.427734375, Temperature =39.25279998779297, Humidity =17.498788833618164
Presure =1026.44970703125, Temperature =39.2899169921875, Humidity =17.398170471191406
Presure =1026.426025390625, Temperature =39.25279998779297, Humidity =17.236572265625
Presure =1026.433349609375, Temperature =39.2899169921875, Humidity =17.169492721557617
Presure =1026.488525390625, Temperature =39.308475494384766, Humidity =17.523181915283203
Presure =1026.4833984375, Temperature =39.308475494384766, Humidity =17.065826416015625
Presure =1026.4580078125, Temperature =39.17857360839844, Humidity =17.215229034423828
Presure =1026.520263671875, Temperature =39.25279998779297, Humidity =18.562902450561523
Presure =1026.458740234375, Temperature =39.122901916503906, Humidity =17.58721160888672
Presure =1026.46923828125, Temperature =39.23424530029297, Humidity =17.419513702392578
Presure =1026.492431640625, Temperature =39.122901916503906, Humidity =17.65428924560547
Presure =1026.478759765625, Temperature =39.04867172241211, Humidity =17.33414077758789
Presure =1026.49169921875, Temperature =38.95588302612305, Humidity =17.56891632080078
Presure =1026.5048828125, Temperature =39.030113220214844, Humidity =17.203033447265625
Presure =1026.497314453125, Temperature =39.122901916503906, Humidity =17.514034271240234
Presure =1026.4755859375, Temperature =39.067230224609375, Humidity =17.498788833618164
Presure =1026.490478515625, Temperature =38.97444152832031, Humidity =17.413415908813477
Presure =1026.47314453125, Temperature =39.122901916503906, Humidity =17.340238571166992
Presure =1026.4755859375, Temperature =39.10434341430664, Humidity =17.632946014404297
Presure =1026.47314453125, Temperature =39.141456604003906, Humidity =17.264013290405273
Presure =1026.461669921875, Temperature =39.04867172241211, Humidity =17.535377502441406
Presure =1026.4853515625, Temperature =39.21569061279297, Humidity =17.82808494567871
Presure =1026.48779296875, Temperature =39.21569061279297, Humidity =17.44085693359375
Presure =1026.480224609375, Temperature =39.10434341430664, Humidity =17.663436889648438
Presure =1026.494140625, Temperature =39.085784912109375, Humidity =17.47134780883789
Presure =1026.514892578125, Temperature =39.011558532714844, Humidity =17.510986328125
Presure =1026.478271484375, Temperature =38.95588302612305, Humidity =17.376827239990234
Presure =1026.491455078125, Temperature =39.011558532714844, Humidity =17.51708221435547
Presure =1026.497314453125, Temperature =38.97444152832031, Humidity =17.36463165283203
Presure =1026.52294921875, Temperature =38.91876983642578, Humidity =17.590259552001953
Presure =1026.47607421875, Temperature =39.067230224609375, Humidity =17.87991714477539
Presure =1026.515380859375, Temperature =39.10434341430664, Humidity =17.88906478881836
Presure =1026.484130859375, Temperature =38.97444152832031, Humidity =17.59330940246582
Presure =1026.47802734375, Temperature =39.19712829589844, Humidity =17.605504989624023
Presure =1026.484375, Temperature =39.122901916503906, Humidity =17.6451416015625
Presure =1026.482421875, Temperature =39.067230224609375, Humidity =17.45610237121582
Presure =1026.48583984375, Temperature =39.067230224609375, Humidity =17.468299865722656
Presure =1026.478759765625, Temperature =39.067230224609375, Humidity =17.556720733642578
Presure =1026.5078125, Temperature =39.030113220214844, Humidity =17.51708221435547
Presure =1026.46337890625, Temperature =39.067230224609375, Humidity =17.395122528076172
Presure =1026.456298828125, Temperature =39.030113220214844, Humidity =17.45610237121582
Presure =1026.45751953125, Temperature =39.10434341430664, Humidity =17.355484008789062
Presure =1026.458984375, Temperature =39.10434341430664, Humidity =17.575016021728516
Presure =1026.422607421875, Temperature =39.085784912109375, Humidity =17.611602783203125
Presure =1026.443603515625, Temperature =39.122901916503906, Humidity =17.74576187133789
Presure =1026.436767578125, Temperature =38.97444152832031, Humidity =18.86170768737793
Presure =1026.448974609375, Temperature =39.04867172241211, Humidity =17.340238571166992
Presure =1026.446533203125, Temperature =38.91876983642578, Humidity =17.36463165283203
Presure =1026.44091796875, Temperature =39.04867172241211, Humidity =17.453052520751953
Presure =1026.459716796875, Temperature =39.19712829589844, Humidity =17.61770248413086
Presure =1026.4677734375, Temperature =39.141456604003906, Humidity =17.58416175842285
Presure =1026.4443359375, Temperature =39.21569061279297, Humidity =17.602455139160156
Presure =1026.43017578125, Temperature =39.32703399658203, Humidity =17.31889533996582
Presure =1026.419677734375, Temperature =39.19712829589844, Humidity =17.459152221679688
Presure =1026.43017578125, Temperature =39.122901916503906, Humidity =17.437808990478516
Presure =1026.41650390625, Temperature =38.99299621582031, Humidity =16.041351318359375
Presure =1026.43603515625, Temperature =39.23424530029297, Humidity =17.300601959228516
Presure =1026.4169921875, Temperature =39.141456604003906, Humidity =17.416465759277344
Presure =1026.411376953125, Temperature =39.122901916503906, Humidity =17.270111083984375
Presure =1026.440185546875, Temperature =39.21569061279297, Humidity =17.504886627197266
Presure =1026.427978515625, Temperature =39.17857360839844, Humidity =17.38292694091797
Presure =1026.45458984375, Temperature =39.10434341430664, Humidity =17.443904876708984
Presure =1026.432373046875, Temperature =39.085784912109375, Humidity =17.34938621520996
Presure =1026.43798828125, Temperature =39.122901916503906, Humidity =17.67563247680664
Presure =1026.416748046875, Temperature =39.030113220214844, Humidity =17.632946014404297
Presure =1026.403564453125, Temperature =39.10434341430664, Humidity =17.398170471191406
Presure =1026.408203125, Temperature =39.030113220214844, Humidity =17.56281852722168
Presure =1026.397705078125, Temperature =39.19712829589844, Humidity =17.193885803222656
Presure =1026.414306640625, Temperature =39.2899169921875, Humidity =17.541475296020508
Presure =1026.411376953125, Temperature =39.17857360839844, Humidity =17.392072677612305
Presure =1026.410888671875, Temperature =38.99299621582031, Humidity =17.34938621520996
Presure =1026.44873046875, Temperature =39.10434341430664, Humidity =17.361583709716797
Presure =1026.4208984375, Temperature =39.011558532714844, Humidity =17.6451416015625
Presure =1026.415283203125, Temperature =38.95588302612305, Humidity =17.355484008789062
Presure =1026.42041015625, Temperature =39.04867172241211, Humidity =17.681732177734375
Presure =1026.44482421875, Temperature =39.10434341430664, Humidity =17.54757308959961
Presure =1026.446533203125, Temperature =38.95588302612305, Humidity =17.535377502441406
Presure =1026.439208984375, Temperature =39.141456604003906, Humidity =17.56281852722168
Presure =1026.412841796875, Temperature =38.95588302612305, Humidity =17.37987518310547
Presure =1026.442626953125, Temperature =38.99299621582031, Humidity =17.468299865722656
Presure =1026.4287109375, Temperature =38.99299621582031, Humidity =18.81597137451172
Presure =1026.4501953125, Temperature =39.030113220214844, Humidity =17.61770248413086
Presure =1026.44873046875, Temperature =39.085784912109375, Humidity =17.45610237121582
Presure =1026.4306640625, Temperature =39.141456604003906, Humidity =17.602455139160156
Presure =1026.42626953125, Temperature =39.19712829589844, Humidity =17.575016021728516
Presure =1026.443115234375, Temperature =39.04867172241211, Humidity =17.459152221679688
Presure =1026.48486328125, Temperature =38.93732452392578, Humidity =17.489643096923828
Presure =1026.44189453125, Temperature =38.99299621582031, Humidity =17.367679595947266
Presure =1026.4580078125, Temperature =39.141456604003906, Humidity =17.462200164794922
Presure =1026.447998046875, Temperature =39.17857360839844, Humidity =17.48049545288086
Presure =1026.45703125, Temperature =39.2713623046875, Humidity =17.648191452026367
Presure =1026.4638671875, Temperature =39.085784912109375, Humidity =17.59330940246582
Presure =1026.459716796875, Temperature =39.19712829589844, Humidity =17.575016021728516
